0.00000000000E+00	4.60040000000E+00	2.89951240000E-01
0.00000000000E+00	4.30920000000E+00	2.44760640000E-01
0.00000000000E+00	4.32860000000E+00	2.13382090000E-01
0.00000000000E+00	4.77770000000E+00	1.93297870000E-01
0.00000000000E+00	2.91100000000E+00	1.83257980000E-01
0.00000000000E+00	3.57140000000E+00	1.74472520000E-01
1.21662000000E+00	1.44990000000E+00	1.71959220000E-01
0.00000000000E+00	4.69860000000E+00	1.66941490000E-01
0.00000000000E+00	4.27700000000E+00	1.64428190000E-01
1.13081400000E+01	2.23130000000E+00	1.61919330000E-01
2.12814900000E+01	6.89800000000E-01	1.26774380000E+00
0.00000000000E+00	4.34830000000E+00	2.38486260000E+00
0.00000000000E+00	4.29690000000E+00	1.43091760000E+00
0.00000000000E+00	2.80190000000E+00	8.73612590000E-01
0.00000000000E+00	3.41520000000E+00	5.69858160000E-01
0.00000000000E+00	3.48900000000E+00	3.92876770000E-01
4.27347000000E+00	1.36060000000E+00	3.13798760000E-01
0.00000000000E+00	3.70000000000E+00	2.69867020000E-01
0.00000000000E+00	3.48300000000E+00	2.51037230000E-01
0.00000000000E+00	2.63600000000E+00	2.34720740000E-01
0.00000000000E+00	3.23780000000E+00	2.23421990000E-01
0.00000000000E+00	2.58110000000E+00	2.13382090000E-01
0.00000000000E+00	3.15440000000E+00	2.08359930000E-01
4.83660000000E-01	1.55350000000E+00	2.00828900000E-01
0.00000000000E+00	1.78840000000E+00	1.98320040000E-01
0.00000000000E+00	1.79840000000E+00	1.93297870000E-01
0.00000000000E+00	2.74320000000E+00	1.90789010000E-01
0.00000000000E+00	3.41220000000E+00	1.90789010000E-01
0.00000000000E+00	3.45840000000E+00	1.85766840000E-01
0.00000000000E+00	2.19240000000E+00	1.85766840000E-01
1.50381000000E+00	1.31360000000E+00	1.80749110000E-01
6.31728000000E+00	4.87800000000E-01	1.85766840000E-01
1.01493000000E+00	3.12530000000E+00	1.90789010000E-01
0.00000000000E+00	8.81600000000E-01	1.95811170000E-01
0.00000000000E+00	2.33540000000E+00	2.05851060000E-01
2.58037200000E+01	1.03150000000E+00	2.13382090000E-01
1.01700000000E-01	2.92120000000E+00	4.61910460000E-01
0.00000000000E+00	2.42370000000E+00	6.61484930000E-01
0.00000000000E+00	1.92500000000E+00	5.33457450000E-01
1.98386100000E+01	6.34800000000E-01	4.97056740000E-01
5.13900000000E-02	2.49840000000E+00	6.80314720000E-01
0.00000000000E+00	1.47070000000E+00	5.51028370000E-01
2.85030000000E-01	1.27460000000E+00	4.40571810000E-01
9.63000000000E-03	9.58600000000E-01	3.60239360000E-01
0.00000000000E+00	7.84400000000E-01	3.20075350000E-01
0.00000000000E+00	1.32330000000E+00	2.96223400000E-01
4.15936800000E+01	3.13500000000E-01	4.39317380000E-01
0.00000000000E+00	1.41140000000E+00	2.46017730000E+00
3.82810500000E+01	6.29300000000E-01	2.68610820000E+00
1.35467100000E+01	2.15220000000E+00	7.35542550000E+00
0.00000000000E+00	2.76600000000E+00	7.48094410000E+00
2.78322300000E+01	8.54600000000E-01	6.15043880000E+00
3.13389000000E+00	3.61500000000E-01	7.81984490000E+00
7.87509000000E+00	4.08800000000E-01	6.65251770000E+00
0.00000000000E+00	1.84300000000E+00	5.18394060000E+00
0.00000000000E+00	2.28480000000E+00	3.69026150000E+00
7.52266800000E+01	2.45500000000E-01	5.83664010000E+00
1.57736700000E+01	2.23500000000E-01	1.39326290000E+01
4.02498900000E+01	5.12500000000E-01	1.61919680000E+01
0.00000000000E+00	1.38900000000E+00	2.13382580000E+01
0.00000000000E+00	1.59480000000E+00	2.44762320000E+01
0.00000000000E+00	1.82750000000E+00	2.34720880000E+01
6.40890000000E-01	7.92100000000E-01	1.17862460000E+01
9.89550000000E-01	1.92690000000E+00	4.61910460000E+00
0.00000000000E+00	8.46600000000E-01	3.12542550000E+00
7.96365000000E+00	8.22100000000E-01	2.38486260000E+00
0.00000000000E+00	1.78610000000E+00	2.00830670000E+00
7.81164000000E+00	1.75000000000E-01	2.07106830000E+00
0.00000000000E+00	1.76240000000E+00	2.44762410000E+00
0.00000000000E+00	2.09810000000E+00	2.00830670000E+00
0.00000000000E+00	1.80240000000E+00	1.51878100000E+00
0.00000000000E+00	1.66250000000E+00	1.28029700000E+00
